path,label,length
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest009_x264__6.npy,Arrest,107
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest009_x264__7.npy,Arrest,107
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest009_x264__8.npy,Arrest,107
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest009_x264__9.npy,Arrest,107
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest010_x264__0.npy,Arrest,163
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest010_x264__1.npy,Arrest,163
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest010_x264__2.npy,Arrest,163
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest010_x264__3.npy,Arrest,163
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest010_x264__4.npy,Arrest,163
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest010_x264__5.npy,Arrest,163
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest010_x264__6.npy,Arrest,163
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest010_x264__7.npy,Arrest,163
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest010_x264__8.npy,Arrest,163
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest010_x264__9.npy,Arrest,163
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest011_x264__0.npy,Arrest,138
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest011_x264__1.npy,Arrest,138
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest011_x264__2.npy,Arrest,138
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest011_x264__3.npy,Arrest,138
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest011_x264__4.npy,Arrest,138
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest011_x264__5.npy,Arrest,138
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest011_x264__6.npy,Arrest,138
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest011_x264__7.npy,Arrest,138
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest011_x264__8.npy,Arrest,138
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest011_x264__9.npy,Arrest,138
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest012_x264__0.npy,Arrest,1010
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest012_x264__1.npy,Arrest,1010
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest012_x264__2.npy,Arrest,1010
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest012_x264__3.npy,Arrest,1010
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest012_x264__4.npy,Arrest,1010
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest012_x264__5.npy,Arrest,1010
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest012_x264__6.npy,Arrest,1010
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest012_x264__7.npy,Arrest,1010
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest012_x264__8.npy,Arrest,1010
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest012_x264__9.npy,Arrest,1010
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest013_x264__0.npy,Arrest,69
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest013_x264__1.npy,Arrest,69
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest013_x264__2.npy,Arrest,69
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest013_x264__3.npy,Arrest,69
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest013_x264__4.npy,Arrest,69
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest013_x264__5.npy,Arrest,69
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest013_x264__6.npy,Arrest,69
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest013_x264__7.npy,Arrest,69
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest013_x264__8.npy,Arrest,69
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest013_x264__9.npy,Arrest,69
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest014_x264__0.npy,Arrest,96
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest014_x264__1.npy,Arrest,96
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest014_x264__2.npy,Arrest,96
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest014_x264__3.npy,Arrest,96
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest014_x264__4.npy,Arrest,96
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest014_x264__5.npy,Arrest,96
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest014_x264__6.npy,Arrest,96
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest014_x264__7.npy,Arrest,96
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest014_x264__8.npy,Arrest,96
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest014_x264__9.npy,Arrest,96
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest015_x264__0.npy,Arrest,61
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest015_x264__1.npy,Arrest,61
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest015_x264__2.npy,Arrest,61
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest015_x264__3.npy,Arrest,61
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest015_x264__4.npy,Arrest,61
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest015_x264__5.npy,Arrest,61
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest015_x264__6.npy,Arrest,61
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest015_x264__7.npy,Arrest,61
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest015_x264__8.npy,Arrest,61
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest015_x264__9.npy,Arrest,61
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest016_x264__0.npy,Arrest,661
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest016_x264__1.npy,Arrest,661
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest016_x264__2.npy,Arrest,661
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest016_x264__3.npy,Arrest,661
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest016_x264__4.npy,Arrest,661
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest016_x264__5.npy,Arrest,661
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest016_x264__6.npy,Arrest,661
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest016_x264__7.npy,Arrest,661
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest016_x264__8.npy,Arrest,661
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest016_x264__9.npy,Arrest,661
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest017_x264__0.npy,Arrest,214
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest017_x264__1.npy,Arrest,214
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest017_x264__2.npy,Arrest,214
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest017_x264__3.npy,Arrest,214
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest017_x264__4.npy,Arrest,214
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest017_x264__5.npy,Arrest,214
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest017_x264__6.npy,Arrest,214
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest017_x264__7.npy,Arrest,214
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest017_x264__8.npy,Arrest,214
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest017_x264__9.npy,Arrest,214
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest018_x264__0.npy,Arrest,152
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest018_x264__1.npy,Arrest,152
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest018_x264__2.npy,Arrest,152
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest018_x264__3.npy,Arrest,152
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest018_x264__4.npy,Arrest,152
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest018_x264__5.npy,Arrest,152
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest018_x264__6.npy,Arrest,152
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest018_x264__7.npy,Arrest,152
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest018_x264__8.npy,Arrest,152
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest018_x264__9.npy,Arrest,152
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest019_x264__0.npy,Arrest,87
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest019_x264__1.npy,Arrest,87
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest019_x264__2.npy,Arrest,87
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest019_x264__3.npy,Arrest,87
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest019_x264__4.npy,Arrest,87
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest019_x264__5.npy,Arrest,87
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest019_x264__6.npy,Arrest,87
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest019_x264__7.npy,Arrest,87
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest019_x264__8.npy,Arrest,87
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest019_x264__9.npy,Arrest,87
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest020_x264__0.npy,Arrest,183
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest020_x264__1.npy,Arrest,183
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest020_x264__2.npy,Arrest,183
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest020_x264__3.npy,Arrest,183
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest020_x264__4.npy,Arrest,183
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest020_x264__5.npy,Arrest,183
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest020_x264__6.npy,Arrest,183
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest020_x264__7.npy,Arrest,183
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest020_x264__8.npy,Arrest,183
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest020_x264__9.npy,Arrest,183
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest021_x264__0.npy,Arrest,545
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest021_x264__1.npy,Arrest,545
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest021_x264__2.npy,Arrest,545
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest021_x264__3.npy,Arrest,545
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest021_x264__4.npy,Arrest,545
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest021_x264__5.npy,Arrest,545
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest021_x264__6.npy,Arrest,545
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest021_x264__7.npy,Arrest,545
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest021_x264__8.npy,Arrest,545
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest021_x264__9.npy,Arrest,545
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest022_x264__0.npy,Arrest,99
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest022_x264__1.npy,Arrest,99
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest022_x264__2.npy,Arrest,99
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest022_x264__3.npy,Arrest,99
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest022_x264__4.npy,Arrest,99
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest022_x264__5.npy,Arrest,99
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest022_x264__6.npy,Arrest,99
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest022_x264__7.npy,Arrest,99
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest022_x264__8.npy,Arrest,99
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest022_x264__9.npy,Arrest,99
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest023_x264__0.npy,Arrest,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest023_x264__1.npy,Arrest,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest023_x264__2.npy,Arrest,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest023_x264__3.npy,Arrest,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest023_x264__4.npy,Arrest,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest023_x264__5.npy,Arrest,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest023_x264__6.npy,Arrest,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest023_x264__7.npy,Arrest,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest023_x264__8.npy,Arrest,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest023_x264__9.npy,Arrest,112
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest025_x264__0.npy,Arrest,66
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest025_x264__1.npy,Arrest,66
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest025_x264__2.npy,Arrest,66
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest025_x264__3.npy,Arrest,66
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest025_x264__4.npy,Arrest,66
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest025_x264__5.npy,Arrest,66
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest025_x264__6.npy,Arrest,66
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest025_x264__7.npy,Arrest,66
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest025_x264__8.npy,Arrest,66
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest025_x264__9.npy,Arrest,66
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest026_x264__0.npy,Arrest,405
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest026_x264__1.npy,Arrest,405
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest026_x264__2.npy,Arrest,405
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest026_x264__3.npy,Arrest,405
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest026_x264__4.npy,Arrest,405
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest026_x264__5.npy,Arrest,405
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest026_x264__6.npy,Arrest,405
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest026_x264__7.npy,Arrest,405
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest026_x264__8.npy,Arrest,405
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest026_x264__9.npy,Arrest,405
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest027_x264__0.npy,Arrest,106
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest027_x264__1.npy,Arrest,106
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest027_x264__2.npy,Arrest,106
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest027_x264__3.npy,Arrest,106
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest027_x264__4.npy,Arrest,106
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest027_x264__5.npy,Arrest,106
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest027_x264__6.npy,Arrest,106
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest027_x264__7.npy,Arrest,106
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest027_x264__8.npy,Arrest,106
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest027_x264__9.npy,Arrest,106
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest028_x264__0.npy,Arrest,155
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest028_x264__1.npy,Arrest,155
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest028_x264__2.npy,Arrest,155
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest028_x264__3.npy,Arrest,155
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest028_x264__4.npy,Arrest,155
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest028_x264__5.npy,Arrest,155
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest028_x264__6.npy,Arrest,155
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest028_x264__7.npy,Arrest,155
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest028_x264__8.npy,Arrest,155
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest028_x264__9.npy,Arrest,155
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest029_x264__0.npy,Arrest,485
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest029_x264__1.npy,Arrest,485
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest029_x264__2.npy,Arrest,485
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest029_x264__3.npy,Arrest,485
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest029_x264__4.npy,Arrest,485
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest029_x264__5.npy,Arrest,485
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest029_x264__6.npy,Arrest,485
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest029_x264__7.npy,Arrest,485
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest029_x264__8.npy,Arrest,485
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest029_x264__9.npy,Arrest,485
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest031_x264__0.npy,Arrest,115
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest031_x264__1.npy,Arrest,115
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest031_x264__2.npy,Arrest,115
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest031_x264__3.npy,Arrest,115
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest031_x264__4.npy,Arrest,115
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest031_x264__5.npy,Arrest,115
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest031_x264__6.npy,Arrest,115
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest031_x264__7.npy,Arrest,115
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest031_x264__8.npy,Arrest,115
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest031_x264__9.npy,Arrest,115
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest032_x264__0.npy,Arrest,105
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest032_x264__1.npy,Arrest,105
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest032_x264__2.npy,Arrest,105
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest032_x264__3.npy,Arrest,105
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest032_x264__4.npy,Arrest,105
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest032_x264__5.npy,Arrest,105
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest032_x264__6.npy,Arrest,105
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest032_x264__7.npy,Arrest,105
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest032_x264__8.npy,Arrest,105
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest032_x264__9.npy,Arrest,105
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest033_x264__0.npy,Arrest,484
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest033_x264__1.npy,Arrest,484
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest033_x264__2.npy,Arrest,484
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest033_x264__3.npy,Arrest,484
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest033_x264__4.npy,Arrest,484
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest033_x264__5.npy,Arrest,484
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest033_x264__6.npy,Arrest,484
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest033_x264__7.npy,Arrest,484
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest033_x264__8.npy,Arrest,484
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest033_x264__9.npy,Arrest,484
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest034_x264__0.npy,Arrest,726
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest034_x264__1.npy,Arrest,726
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest034_x264__2.npy,Arrest,726
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest034_x264__3.npy,Arrest,726
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest034_x264__4.npy,Arrest,726
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest034_x264__5.npy,Arrest,726
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest034_x264__6.npy,Arrest,726
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest034_x264__7.npy,Arrest,726
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest034_x264__8.npy,Arrest,726
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest034_x264__9.npy,Arrest,726
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest035_x264__0.npy,Arrest,386
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest035_x264__1.npy,Arrest,386
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest035_x264__2.npy,Arrest,386
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest035_x264__3.npy,Arrest,386
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest035_x264__4.npy,Arrest,386
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest035_x264__5.npy,Arrest,386
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest035_x264__6.npy,Arrest,386
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest035_x264__7.npy,Arrest,386
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest035_x264__8.npy,Arrest,386
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest035_x264__9.npy,Arrest,386
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest036_x264__0.npy,Arrest,239
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest036_x264__1.npy,Arrest,239
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest036_x264__2.npy,Arrest,239
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest036_x264__3.npy,Arrest,239
/home/username/VadCLIP/save/UCFClipFeatures/From ViT16/Arrest/Arrest036_x264__4.npy,Arrest,239
